a	b	containment	matched_a	matched_b	units_a	units_b
garudapurana_khanda-1_u	skandamahapurana_revakhanda	0.00401	33	38	11277	9473
brahmapurana_pu	skandamahapurana_sutasamhita_khanda-4	0.00401	9	5	20147	2245
brahmandapurana	devibhagavatapurana	0.00401	75	76	18962	28831
bhavisyapurana	ramayana_01-balakanda	0.00401	11	7	39479	2746
devibhagavatapurana	garudapurana_khanda-2_u	0.00400	16	16	28831	4002
garudapurana_khanda-2_u	mahabharata_06-bhismaparvan	0.00400	16	16	4002	7923
garudapurana_khanda-2_u	visnudharma_pu	0.00400	16	16	4002	6061
mahabharata_14-asvamedhikaparvan	matsyapurana_adhyaya-1-176_pu	0.00399	15	13	3764	12151
mahabharata_14-asvamedhikaparvan	sivapurana_sanatkumarasamhita	0.00399	15	15	3764	4856
lingapurana_khanda-1_u	sivapurana_vidyesvarasamhita_au	0.00398	9	9	9897	2259
brahmandapurana_khanda-1_u	sivapurana_rudrasamhita	0.00396	22	22	5558	14705
matsyapurana_adhyaya-1-176_pu	naradapurana_khanda-1_u	0.00395	48	42	12151	19022
garudapurana_khanda-1_u	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00394	11	11	11277	2789
brahmandapurana_khanda-1_u	skandapurana_adhyaya-1-31_pu	0.00394	9	9	5558	2282
skandamahapurana_kasikhanda	skandapurana_adhyaya-1-31_pu	0.00394	9	9	18539	2282
brahmandapurana_khanda-3_u	vayupurana_05_jyotis-and-purvardha-close_iast	0.00393	8	8	6367	2037
bhagavatapurana_skandha-07_u	padmapurana_a	0.00391	3	4	1024	69897
bhagavatapurana_skandha-07_u	sivapurana_dharmasamhita	0.00391	2	4	1024	7078
bhagavatapurana_skandha-08_u	brahmapurana_pu	0.00389	5	5	1285	20147
bhagavatapurana_skandha-08_u	garudapurana_khanda-1_u	0.00389	5	5	1285	11277
kurmapurana_khanda-2_u	lingapurana_khanda-2_u	0.00388	13	13	3965	3353
mahabharata_03-aranyakaparvan	vayupurana	0.00387	53	58	14972	15778
kurmapurana_khanda-1_u	visnudharma_pu	0.00387	19	17	4907	6061
skandapurana	vayupurana_09_upasamhara_iast	0.00386	5	5	14008	1296
mahabharata_08-karnaparvan	mahabharata_12-santiparvan	0.00385	21	22	5713	17549
devipurana	matsyapurana_adhyaya-1-176_pu	0.00383	23	25	6526	12151
brahmapurana_pu	skandamahapurana_kasikhanda	0.00383	71	69	20147	18539
mahabharata_03-aranyakaparvan	sivapurana_dharmasamhita	0.00381	27	27	14972	7078
nilamatapurana_au	visnupurana_u	0.00381	8	8	2100	7383
devibhagavatapurana	mahabharata_01-adiparvan	0.00381	39	40	28831	10506
mahabharata_03-aranyakaparvan	sivapurana_umasamhita	0.00380	15	13	14972	3946
markandeyapurana_adhyaya-1-93_u	visnudharma_pu	0.00379	23	22	6627	6061
kalikapurana	vamanapurana_u	0.00379	19	25	12508	6598
sivapurana_rudrasamhita	sivapurana_vayaviyasamhita_au	0.00379	22	22	14705	5811
skandamahapurana_kasikhanda	vayupurana_revakhanda	0.00377	36	39	18539	10332
brahmandapurana_khanda-3_u	naradapurana_khanda-1_u	0.00377	20	24	6367	19022
mahabharata_14-asvamedhikaparvan	mahabharata_15-asramavasikaparvan	0.00376	6	5	3764	1594
mahabharata_05-udyogaparvan	mahabharata_13-anusasanaparvan	0.00375	33	31	8791	9240
brahmandapurana_khanda-1_u	saurapurana	0.00375	18	19	5558	5067
ramayana_06-yuddhakanda	ramayana_07-uttarakanda	0.00371	13	14	6491	3777
nrsimhapurana_pu	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00369	6	7	5197	1899
vayupurana	vayupurana_revakhanda	0.00368	36	38	15778	10332
bhagavatapurana_skandha-10_u	padmapurana_a	0.00367	16	22	5997	69897
kurmapurana_khanda-1_u	mahabharata_06-bhismaparvan	0.00367	18	15	4907	7923
mahabharata_02-sabhaparvan	mahabharata_07-dronaparvan	0.00366	12	13	3548	11774
mahabharata_02-sabhaparvan	mahabharata_12-santiparvan	0.00366	13	13	3548	17549
ramayana_01-balakanda	ramayana_03-aranyakanda_a	0.00364	8	10	2746	3241
bhagavatapurana_skandha-09_u	bhavisyapurana	0.00363	4	5	1376	39479
bhagavatapurana_skandha-10_u	mahabharata_18-svargarohanaparvan	0.00362	1	1	5997	276
bhagavatapurana_skandha-11_u	mahabharata_18-svargarohanaparvan	0.00362	1	1	1911	276
kalikapurana	mahabharata_10-sauptikaparvan	0.00362	4	3	12508	1104
mahabharata_04-virataparvan	mahabharata_18-svargarohanaparvan	0.00362	1	1	2768	276
mahabharata_05-udyogaparvan	mahabharata_10-sauptikaparvan	0.00362	4	4	8791	1104
mahabharata_05-udyogaparvan	mahabharata_18-svargarohanaparvan	0.00362	1	1	8791	276
mahabharata_06-bhismaparvan	mahabharata_10-sauptikaparvan	0.00362	4	4	7923	1104
mahabharata_07-dronaparvan	mahabharata_18-svargarohanaparvan	0.00362	1	1	11774	276
mahabharata_10-sauptikaparvan	mahabharata_14-asvamedhikaparvan	0.00362	4	4	1104	3764
mahabharata_15-asramavasikaparvan	mahabharata_18-svargarohanaparvan	0.00362	1	1	1594	276
mahabharata_16-mausalaparvan	mahabharata_18-svargarohanaparvan	0.00362	1	1	414	276
mahabharata_18-svargarohanaparvan	nilamatapurana_au	0.00362	1	1	276	2100
mahabharata_18-svargarohanaparvan	skandapurana	0.00362	1	1	276	14008
mahabharata_18-svargarohanaparvan	visnudharma_pu	0.00362	1	1	276	6061
markandeyapurana_adhyaya-1-93_u	sivapurana_dharmasamhita	0.00362	24	22	6627	7078
devibhagavatapurana	vayupurana_01_frame-and-cosmogony_iast	0.00362	4	5	28831	1381
kurmapurana_khanda-2_u	vayupurana_01_frame-and-cosmogony_iast	0.00362	4	5	3965	1381
mahabharata_14-asvamedhikaparvan	vayupurana_01_frame-and-cosmogony_iast	0.00362	5	4	3764	1381
naradapurana_khanda-1_u	vayupurana_01_frame-and-cosmogony_iast	0.00362	5	5	19022	1381
bhagavatapurana_skandha-01_u	bhagavatapurana_skandha-02_u	0.00362	1	2	1113	553
bhagavatapurana_skandha-02_u	bhagavatapurana_skandha-12_u	0.00362	2	2	553	842
bhagavatapurana_skandha-02_u	mahabharata_12-santiparvan	0.00362	2	2	553	17549
bhagavatapurana_skandha-02_u	naradapurana_khanda-1_u	0.00362	2	1	553	19022
mahabharata_03-aranyakaparvan	mahabharata_11-striparvan	0.00362	4	4	14972	1106
mahabharata_08-karnaparvan	mahabharata_11-striparvan	0.00362	4	4	5713	1106
mahabharata_09-salyaparvan	mahabharata_11-striparvan	0.00362	4	4	4933	1106
mahabharata_11-striparvan	ramayana_07-uttarakanda	0.00362	4	4	1106	3777
agnipurana_u	brahmandapurana_khanda-3_u	0.00361	22	23	15548	6367
devibhagavatapurana	naradapurana_khanda-2_u	0.00360	13	11	28831	3616
bhagavatapurana_skandha-01_u	bhavisyapurana	0.00359	4	3	1113	39479
bhagavatapurana_skandha-01_u	devibhagavatapurana	0.00359	4	4	1113	28831
bhagavatapurana_skandha-01_u	naradapurana_khanda-1_u	0.00359	4	4	1113	19022
bhagavatapurana_skandha-01_u	vayupurana_revakhanda	0.00359	4	4	1113	10332
naradapurana_khanda-1_u	vamanapurana_saromahatmya_u	0.00359	6	5	19022	1672
skandamahapurana_kasikhanda	vamanapurana_saromahatmya_u	0.00359	5	6	18539	1672
mahabharata_14-asvamedhikaparvan	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00359	10	9	3764	2789
naradapurana_khanda-1_u	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00359	10	10	19022	2789
mahabharata_13-anusasanaparvan	matsyapurana_adhyaya-1-176_pu	0.00357	31	33	9240	12151
sivapurana_rudrasamhita	skandapurana	0.00357	50	40	14705	14008
bhagavatapurana_skandha-12_u	naradapurana_khanda-1_u	0.00356	3	3	842	19022
brahmandapurana_khanda-2_u	mahabharata_03-aranyakaparvan	0.00355	30	30	8444	14972
saurapurana	skandamahapurana_kasikhanda	0.00355	16	18	5067	18539
mahabharata_01-adiparvan	sivapurana_umasamhita	0.00355	14	14	10506	3946
brahmapurana_pu	sivapurana_vidyesvarasamhita_au	0.00354	8	6	20147	2259
devipurana	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00354	7	7	6526	1977
saurapurana	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00354	7	5	5067	1977
brahmapurana_pu	mahabharata_06-bhismaparvan	0.00353	28	22	20147	7923
kalikapurana	skandapurana	0.00352	30	44	12508	14008
mahabharata_01-adiparvan	vayupurana_07_shraddha-kalpa_iast	0.00351	5	5	10506	1424
vayupurana_07_shraddha-kalpa_iast	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00351	5	1	1424	2789
matsyapurana_adhyaya-1-176_pu	ramayana_04-kiskindhakanda	0.00350	10	9	12151	2856
ramayana_03-aranyakanda_a	ramayana_04-kiskindhakanda	0.00350	9	10	3241	2856
garudapurana_khanda-2_u	mahabharata_13-anusasanaparvan	0.00350	14	14	4002	9240
sivapurana_dharmasamhita	vamanapurana_u	0.00349	22	23	7078	6598
brahmandapurana	visnudharma_pu	0.00346	21	19	18962	6061
kurmapurana_khanda-1_u	sivapurana_rudrasamhita	0.00346	17	16	4907	14705
mahabharata_12-santiparvan	nrsimhapurana_pu	0.00346	18	18	17549	5197
bhavisyapurana	brahmandapurana_khanda-3_u	0.00346	22	20	39479	6367
brahmandapurana_khanda-3_u	sivapurana_dharmasamhita	0.00346	22	21	6367	7078
mahabharata_03-aranyakaparvan	mahabharata_14-asvamedhikaparvan	0.00345	13	12	14972	3764
brahmapurana_pu	skandamahapurana_himavatkhanda	0.00343	11	11	20147	3209
mahabharata_01-adiparvan	padmapurana_a	0.00343	29	36	10506	69897
devibhagavatapurana	vayupurana	0.00342	54	53	28831	15778
brahmapurana_pu	sivapurana_satarudrasamhita_au	0.00340	5	3	20147	1470
naradapurana_khanda-1_u	sivapurana_satarudrasamhita_au	0.00340	5	5	19022	1470
sivapurana_dharmasamhita	skandamahapurana_kasikhanda	0.00339	15	24	7078	18539
devibhagavatapurana	visnupurana_u	0.00339	23	25	28831	7383
kalikapurana	visnupurana_u	0.00339	25	25	12508	7383
devipurana	lingapurana_khanda-1_u	0.00337	21	22	6526	9897
bhagavatapurana_skandha-06_u	sivapurana_umasamhita	0.00336	4	4	1190	3946
devipurana	saurapurana	0.00336	17	16	6526	5067
saurapurana	sivapurana_rudrasamhita	0.00336	17	15	5067	14705
agnipurana_u	mahabharata_13-anusasanaparvan	0.00335	28	31	15548	9240
brahmandapurana_khanda-1_u	nilamatapurana_au	0.00333	7	7	5558	2100
mahabharata_03-aranyakaparvan	nilamatapurana_au	0.00333	7	6	14972	2100
naradapurana_khanda-2_u	skandamahapurana_revakhanda	0.00332	9	12	3616	9473
naradapurana_khanda-2_u	vayupurana_revakhanda	0.00332	10	12	3616	10332
brahmandapurana_khanda-2_u	skandamahapurana_kasikhanda	0.00332	28	28	8444	18539
brahmandapurana_khanda-2_u	skandapurana	0.00332	27	28	8444	14008
garudapurana_khanda-2_u	vayupurana_10_gaya-mahatmya_iast	0.00330	3	3	4002	910
vamanapurana_saromahatmya_u	vayupurana_10_gaya-mahatmya_iast	0.00330	3	3	1672	910
vayupurana_03_kalpas-and-shiva-lineages_iast	vayupurana_10_gaya-mahatmya_iast	0.00330	1	3	1899	910
vayupurana_10_gaya-mahatmya_iast	visnupurana_u	0.00330	3	3	910	7383
sivapurana_umasamhita	vayupurana_revakhanda	0.00329	11	13	3946	10332
mahabharata_03-aranyakaparvan	ramayana_01-balakanda	0.00328	9	9	14972	2746
ramayana_01-balakanda	ramayana_06-yuddhakanda	0.00328	9	9	2746	6491
kurmapurana_khanda-1_u	mahabharata_13-anusasanaparvan	0.00326	15	16	4907	9240
mahabharata_05-udyogaparvan	mahabharata_09-salyaparvan	0.00324	16	16	8791	4933
mahabharata_03-aranyakaparvan	mahabharata_07-dronaparvan	0.00323	32	38	14972	11774
mahabharata_13-anusasanaparvan	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00323	9	9	9240	2789
skandapurana	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00323	9	7	14008	2789
brahmandapurana_khanda-2_u	mahabharata_14-asvamedhikaparvan	0.00319	12	11	8444	3764
naradapurana_khanda-1_u	skandamahapurana_revakhanda	0.00317	30	29	19022	9473
kurmapurana_khanda-2_u	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00316	6	6	3965	1899
mahabharata_06-bhismaparvan	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00316	6	6	7923	1899
agnipurana_u	mahabharata_12-santiparvan	0.00315	49	49	15548	17549
brahmapurana_pu	mahabharata_01-adiparvan	0.00314	32	33	20147	10506
mahabharata_07-dronaparvan	mahabharata_15-asramavasikaparvan	0.00314	5	5	11774	1594
visnudharma_pu	visnupurana_u	0.00313	17	19	6061	7383
lingapurana_khanda-1_u	skandamahapurana_sutasamhita_khanda-4	0.00312	7	7	9897	2245
skandamahapurana_himavatkhanda	vayupurana_revakhanda	0.00312	6	10	3209	10332
bhagavatapurana_skandha-08_u	bhavisyapurana	0.00311	4	3	1285	39479
bhagavatapurana_skandha-08_u	vayupurana	0.00311	3	4	1285	15778
bhagavatapurana_skandha-08_u	visnupurana_u	0.00311	4	4	1285	7383
devibhagavatapurana	garudapurana_khanda-1_u	0.00310	35	35	28831	11277
brahmandapurana	mahabharata_02-sabhaparvan	0.00310	11	9	18962	3548
sivapurana_vidyesvarasamhita_au	vayupurana_revakhanda	0.00310	6	7	2259	10332
matsyapurana_adhyaya-1-176_pu	sivapurana_vayaviyasamhita_au	0.00310	18	16	12151	5811
agnipurana_u	sivapurana_sanatkumarasamhita	0.00309	9	15	15548	4856
saurapurana	sivapurana_sanatkumarasamhita	0.00309	11	15	5067	4856
mahabharata_14-asvamedhikaparvan	vayupurana_09_upasamhara_iast	0.00309	4	3	3764	1296
mahabharata_03-aranyakaparvan	ramayana_03-aranyakanda_a	0.00309	8	10	14972	3241
naradapurana_khanda-1_u	vayu_ba	0.00307	25	30	19022	9763
vayu_ba	vayupurana_revakhanda	0.00307	29	30	9763	10332
skandamahapurana_revakhanda	skandapurana_adhyaya-1-31_pu	0.00307	7	5	9473	2282
kurmapurana_khanda-1_u	naradapurana_khanda-2_u	0.00304	11	11	4907	3616
sivapurana_rudrasamhita	sivapurana_umasamhita	0.00304	12	9	14705	3946
mahabharata_09-salyaparvan	mahabharata_12-santiparvan	0.00304	13	15	4933	17549
bhagavatapurana_skandha-03_u	bhagavatapurana_skandha-04_u	0.00304	6	6	1983	1975
skandapurana	vayupurana_04_bhuvana-vinyasa_iast	0.00304	5	5	14008	1646
lingapurana_khanda-1_u	mahabharata_06-bhismaparvan	0.00303	24	20	9897	7923
bhagavatapurana_skandha-03_u	bhagavatapurana_skandha-10_u	0.00303	6	6	1983	5997
bhagavatapurana_skandha-03_u	devibhagavatapurana	0.00303	5	6	1983	28831
bhagavatapurana_skandha-03_u	garudapurana_khanda-3_u	0.00303	6	6	1983	3026
bhagavatapurana_skandha-03_u	visnupurana_u	0.00303	4	6	1983	7383
mahabharata_03-aranyakaparvan	markandeyapurana_adhyaya-1-93_u	0.00302	20	18	14972	6627
markandeyapurana_adhyaya-1-93_u	sivapurana_rudrasamhita	0.00302	18	20	6627	14705
mahabharata_01-adiparvan	vayupurana_revakhanda	0.00300	30	31	10506	10332
garudapurana_khanda-2_u	mahabharata_01-adiparvan	0.00300	12	12	4002	10506
garudapurana_khanda-2_u	sivapurana_dharmasamhita	0.00300	12	10	4002	7078
garudapurana_khanda-1_u	vamanapurana_saromahatmya_u	0.00299	5	5	11277	1672
mahabharata_14-asvamedhikaparvan	vamanapurana_saromahatmya_u	0.00299	5	4	3764	1672
skandapurana_adhyaya-1-31_pu	vamanapurana_saromahatmya_u	0.00299	5	5	2282	1672
lingapurana_khanda-2_u	naradapurana_khanda-1_u	0.00298	10	10	3353	19022
lingapurana_khanda-2_u	nrsimhapurana_pu	0.00298	9	10	3353	5197
lingapurana_khanda-2_u	sivapurana_rudrasamhita	0.00298	10	10	3353	14705
lingapurana_khanda-2_u	vayupurana_revakhanda	0.00298	10	10	3353	10332
lingapurana_khanda-1_u	mahabharata_08-karnaparvan	0.00298	17	17	9897	5713
devibhagavatapurana	visnudharma_pu	0.00297	18	14	28831	6061
saurapurana	visnudharma_pu	0.00296	15	15	5067	6061
mahabharata_03-aranyakaparvan	vayupurana_05_jyotis-and-purvardha-close_iast	0.00295	6	6	14972	2037
vayupurana_05_jyotis-and-purvardha-close_iast	visnudharma_pu	0.00295	6	5	2037	6061
bhagavatapurana_skandha-07_u	bhagavatapurana_skandha-10_u	0.00293	3	3	1024	5997
bhagavatapurana_skandha-07_u	sivapurana_umasamhita	0.00293	3	3	1024	3946
sivapurana_vayaviyasamhita_au	vayupurana_revakhanda	0.00293	17	16	5811	10332
lingapurana_khanda-1_u	mahabharata_14-asvamedhikaparvan	0.00292	10	11	9897	3764
mahabharata_14-asvamedhikaparvan	skandapurana	0.00292	11	11	3764	14008
brahmapurana_pu	skandapurana_pasupata_adhyaya174-183_u	0.00292	2	1	20147	686
garudapurana_khanda-2_u	skandapurana_pasupata_adhyaya174-183_u	0.00292	2	2	4002	686
lingapurana_khanda-1_u	skandapurana_pasupata_adhyaya174-183_u	0.00292	2	2	9897	686
mahabharata_12-santiparvan	skandapurana_pasupata_adhyaya174-183_u	0.00292	2	2	17549	686
mahabharata_14-asvamedhikaparvan	skandapurana_pasupata_adhyaya174-183_u	0.00292	2	2	3764	686
padmapurana_a	skandapurana_pasupata_adhyaya174-183_u	0.00292	2	2	69897	686
skandamahapurana_kasikhanda	vayupurana	0.00292	46	46	18539	15778
skandapurana_pasupata_adhyaya174-183_u	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00292	1	2	686	1899
brahmapurana_pu	ramayana_01-balakanda	0.00291	8	8	20147	2746
mahabharata_12-santiparvan	ramayana_01-balakanda	0.00291	7	8	17549	2746
bhavisyapurana	ramayana_07-uttarakanda	0.00291	11	9	39479	3777
brahmapurana_pu	ramayana_07-uttarakanda	0.00291	11	11	20147	3777
devipurana	markandeyapurana_adhyaya-1-93_u	0.00291	19	15	6526	6627
bhagavatapurana_skandha-09_u	kurmapurana_khanda-1_u	0.00291	3	4	1376	4907
bhagavatapurana_skandha-09_u	mahabharata_03-aranyakaparvan	0.00291	4	4	1376	14972
bhagavatapurana_skandha-09_u	sivapurana_umasamhita	0.00291	4	4	1376	3946
brahmandapurana	vayupurana_revakhanda	0.00290	26	30	18962	10332
mahabharata_13-anusasanaparvan	vayupurana_01_frame-and-cosmogony_iast	0.00290	4	3	9240	1381
vayupurana_01_frame-and-cosmogony_iast	vayupurana_04_bhuvana-vinyasa_iast	0.00290	4	4	1381	1646
devibhagavatapurana	nrsimhapurana_pu	0.00289	15	15	28831	5197
naradapurana_khanda-1_u	sivapurana_sanatkumarasamhita	0.00288	14	13	19022	4856
sivapurana_sanatkumarasamhita	visnupurana_u	0.00288	14	10	4856	7383
skandapurana	vamanapurana_u	0.00288	14	19	14008	6598
brahmandapurana_khanda-1_u	devibhagavatapurana	0.00288	15	16	5558	28831
brahmandapurana_khanda-1_u	mahabharata_13-anusasanaparvan	0.00288	15	16	5558	9240
brahmandapurana	mahabharata_03-aranyakaparvan	0.00287	43	41	18962	14972
sivapurana_sanatkumarasamhita	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00287	8	3	4856	2789
skandamahapurana_kasikhanda	vayu_ba	0.00287	28	28	18539	9763
lingapurana_khanda-1_u	nilamatapurana_au	0.00286	6	6	9897	2100
mahabharata_13-anusasanaparvan	nilamatapurana_au	0.00286	6	5	9240	2100
markandeyapurana_adhyaya-1-93_u	nilamatapurana_au	0.00286	6	6	6627	2100
nilamatapurana_au	skandamahapurana_revakhanda	0.00286	6	6	2100	9473
kurmapurana_khanda-1_u	skandamahapurana_kasikhanda	0.00285	14	14	4907	18539
vayupurana_revakhanda	visnupurana_u	0.00284	21	17	10332	7383
bhavisyapurana	mahabharata_02-sabhaparvan	0.00282	10	9	39479	3548
mahabharata_13-anusasanaparvan	vayupurana_revakhanda	0.00281	26	25	9240	10332
lingapurana_khanda-1_u	vayupurana_07_shraddha-kalpa_iast	0.00281	4	3	9897	1424
sivapurana_sanatkumarasamhita	vayupurana_07_shraddha-kalpa_iast	0.00281	4	4	4856	1424
vayupurana_06_prthu-and-prajapati-lineages_iast	vayupurana_07_shraddha-kalpa_iast	0.00281	4	4	1977	1424
ramayana_02-ayodhyakanda_a	ramayana_03-aranyakanda_a	0.00278	9	8	4574	3241
kurmapurana_khanda-2_u	mahabharata_03-aranyakaparvan	0.00277	8	11	3965	14972
kurmapurana_khanda-2_u	visnupurana_u	0.00277	11	10	3965	7383
mahabharata_03-aranyakaparvan	ramayana_06-yuddhakanda	0.00277	18	18	14972	6491
mahabharata_12-santiparvan	ramayana_06-yuddhakanda	0.00277	18	17	17549	6491
brahmandapurana	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	18962	364
brahmandapurana_khanda-2_u	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	8444	364
devibhagavatapurana	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	28831	364
devipurana	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	6526	364
kurmapurana_khanda-2_u	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	3965	364
mahabharata_05-udyogaparvan	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	8791	364
naradapurana_khanda-2_u	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	3616	364
skandamahapurana_kasikhanda	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	18539	364
skandamahapurana_revakhanda	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	9473	364
vayu_ba	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	9763	364
vayupurana	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	15778	364
vayupurana_01_frame-and-cosmogony_iast	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	1381	364
vayupurana_06_prthu-and-prajapati-lineages_iast	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.00275	1	1	1977	364
skandamahapurana_revakhanda	vayupurana	0.00274	24	26	9473	15778
lingapurana_khanda-1_u	mahabharata_01-adiparvan	0.00273	27	25	9897	10506
mahabharata_10-sauptikaparvan	mahabharata_11-striparvan	0.00272	3	3	1104	1106
mahabharata_10-sauptikaparvan	padmapurana_a	0.00272	3	3	1104	69897
mahabharata_01-adiparvan	mahabharata_11-striparvan	0.00271	3	3	10506	1106
mahabharata_06-bhismaparvan	mahabharata_11-striparvan	0.00271	3	3	7923	1106
mahabharata_11-striparvan	mahabharata_14-asvamedhikaparvan	0.00271	3	3	1106	3764
mahabharata_11-striparvan	ramayana_02-ayodhyakanda_a	0.00271	3	3	1106	4574
garudapurana_khanda-1_u	mahabharata_13-anusasanaparvan	0.00271	25	25	11277	9240
brahmandapurana_khanda-1_u	vayupurana_revakhanda	0.00270	14	15	5558	10332
bhagavatapurana_skandha-01_u	bhagavatapurana_skandha-10_u	0.00270	3	3	1113	5997
bhagavatapurana_skandha-01_u	skandamahapurana_revakhanda	0.00270	3	2	1113	9473
bhagavatapurana_skandha-01_u	visnudharma_pu	0.00270	3	2	1113	6061
brahmandapurana_khanda-2_u	nrsimhapurana_pu	0.00269	14	13	8444	5197
garudapurana_khanda-1_u	lingapurana_khanda-2_u	0.00268	8	9	11277	3353
lingapurana_khanda-2_u	sivapurana_dharmasamhita	0.00268	9	5	3353	7078
bhavisyapurana	skandamahapurana_sutasamhita_khanda-4	0.00267	6	4	39479	2245
naradapurana_khanda-1_u	skandamahapurana_sutasamhita_khanda-4	0.00267	6	4	19022	2245
sivapurana_vayaviyasamhita_au	skandamahapurana_sutasamhita_khanda-4	0.00267	6	5	5811	2245
agnipurana_u	mahabharata_14-asvamedhikaparvan	0.00266	7	10	15548	3764
brahmandapurana_khanda-1_u	mahabharata_14-asvamedhikaparvan	0.00266	8	10	5558	3764
mahabharata_06-bhismaparvan	mahabharata_14-asvamedhikaparvan	0.00266	9	10	7923	3764
mahabharata_14-asvamedhikaparvan	markandeyapurana_adhyaya-1-93_u	0.00266	10	7	3764	6627
mahabharata_14-asvamedhikaparvan	sivapurana_vayaviyasamhita_au	0.00266	10	8	3764	5811
mahabharata_14-asvamedhikaparvan	visnudharma_pu	0.00266	10	9	3764	6061
brahmandapurana_khanda-3_u	kurmapurana_khanda-1_u	0.00265	13	13	6367	4907
kurmapurana_khanda-1_u	vamanapurana_u	0.00265	13	12	4907	6598
brahmandapurana	naradapurana_khanda-1_u	0.00264	45	50	18962	19022
mahabharata_02-sabhaparvan	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00263	5	5	3548	1899
mahabharata_13-anusasanaparvan	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00263	5	4	9240	1899
naradapurana_khanda-1_u	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00263	4	5	19022	1899
